last name,votes,state,winner,percent_votes,winner_state,fips,county,PST045214,PST040210,PST120214,POP010210,AGE135214,AGE295214,AGE775214,SEX255214,RHI125214,RHI225214,RHI325214,RHI425214,RHI525214,RHI625214,RHI725214,RHI825214,POP715213,POP645213,POP815213,EDU635213,EDU685213,VET605213,LFE305213,HSG010214,HSG445213,HSG096213,HSG495213,HSD410213,HSD310213,INC910213,INC110213,PVY020213,BZA010213,BZA110213,BZA115213,NES010213,SBO001207,SBO315207,SBO115207,SBO215207,SBO515207,SBO415207,SBO015207,MAN450207,WTN220207,RTN130207,RTN131207,AFN120207,BPS030214,LND110210,POP060210,Age,Gender,Net Worth,% Donations Under $200,Candidate Committee Money,Outside Money,Twitter Followers,legalize_cannabis,vote_incarcerated,gun_licenses,tax_wealthy_assets,paid_family_leave,job_guarantee,cancel_student_debt,ratify_NA_trade,raise_income_tax,rent_control,lower_debt,TPP,carbon_tax,north_korea_meet,free_college,children_public,ban_fracking,border_crossing_penalties,medicare_for_all,private_insurance,eliminate_electoral_college,eliminate_filibuster
Biden,1864,AL,1,0.8677839851024208,1,1131,Wilcox County,11098,11665,-4.9,11670,5.7,24.8,17.7,52.4,28.1,71.0,0.2,0.1,0.0,0.6,1.0,27.6,93.8,0.1,0.9,76.1,11.1,462,21.6,5615,74.5,5.7,67000,3866,2.9,13379,23642,39.2,189,1738,-1.1,613,928,66.2,0.0,0.0,0.0,0.0,37.6,0,21337,75708,6018,12949,0,888.5,13.1,77,Male,9000000.0,0.3624,68281497.0,7919417.0,4.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Biden,1109,AL,1,0.8766798418972332,1,1129,Washington County,16834,17583,-4.3,17581,4.9,22.5,17.0,51.2,66.0,24.6,7.9,0.1,0.1,1.3,1.4,65.1,91.3,0.9,1.9,80.5,9.5,1025,31.8,8377,86.5,2.0,83900,6620,2.59,20395,42156,18.4,217,5756,-4.7,1031,1288,0.0,0.0,0.0,0.0,0.0,25.6,1153449,32856,76343,4458,0,2,1080.21,16.3,77,Male,9000000.0,0.3624,68281497.0,7919417.0,4.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Biden,1390,AL,1,0.720954356846473,1,1127,Walker County,65471,67023,-2.3,67023,5.8,22.1,18.2,51.4,91.3,6.4,0.5,0.4,0.1,1.3,2.3,89.4,85.3,1.2,1.4,76.4,10.5,5353,29.3,30669,75.0,5.7,82100,25751,2.55,20698,37566,20.9,1250,15669,4.1,3509,5365,0.0,0.0,0.6,0.0,0.0,23.8,314804,256377,903643,13162,73895,8,791.19,84.7,77,Male,9000000.0,0.3624,68281497.0,7919417.0,4.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Biden,11825,AL,1,0.7690056578006113,1,1125,Tuscaloosa County,202212,194653,3.9,194656,6.0,21.1,11.7,51.7,66.0,31.0,0.3,1.5,0.1,1.1,3.3,63.2,81.2,3.5,5.8,86.6,27.0,12198,21.8,87795,64.4,27.9,153300,67882,2.76,22637,45408,18.9,4009,72917,3.0,11107,14729,13.3,0.9,0.0,0.0,0.0,22.5,10852479,760623,2445850,13664,327429,1375,1321.76,147.3,77,Male,9000000.0,0.3624,68281497.0,7919417.0,4.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Biden,1762,AL,1,0.8536821705426356,1,1123,Tallapoosa County,41165,41618,-1.1,41616,5.8,21.1,19.6,51.4,70.6,27.3,0.4,0.5,0.0,1.2,2.3,68.9,86.0,1.9,2.9,79.2,16.3,3631,23.9,22029,72.2,10.1,94900,16373,2.49,21434,39130,19.8,721,10771,4.1,2478,3528,13.0,0.0,0.0,0.0,0.0,35.0,0,0,362304,8881,28222,16,716.52,58.1,77,Male,9000000.0,0.3624,68281497.0,7919417.0,4.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Biden,4617,AL,1,0.8518450184501845,1,1121,Talladega County,81322,82291,-1.2,82291,5.5,22.3,16.1,51.4,65.2,32.5,0.4,0.4,0.0,1.5,2.3,63.4,85.0,1.6,2.8,78.9,13.0,6691,23.9,37177,71.2,11.6,92600,31486,2.5,19410,35439,22.9,1230,23763,4.8,3988,4872,0.0,0.0,1.5,0.0,0.0,26.6,9054200,0,730728,9113,67078,65,736.78,111.7,77,Male,9000000.0,0.3624,68281497.0,7919417.0,4.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Biden,2012,AL,1,0.8744024337244676,1,1119,Sumter County,13166,13763,-4.3,13763,4.8,19.7,16.3,55.0,25.5,73.5,0.1,0.4,0.0,0.5,1.1,24.8,87.9,0.9,1.9,75.5,14.9,706,23.4,6748,64.7,16.3,74100,5060,2.57,14156,22186,38.0,202,2966,8.1,823,730,57.5,0.0,0.0,0.0,0.0,0.0,0,76499,59636,4494,8199,3,903.89,15.2,77,Male,9000000.0,0.3624,68281497.0,7919417.0,4.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Biden,2268,AL,1,0.7309055752497583,1,1115,St. Clair County,86697,83593,3.7,83593,6.1,23.0,15.3,50.1,87.9,9.5,0.4,0.8,0.1,1.3,2.3,85.9,86.8,1.8,2.5,82.0,15.5,6928,30.0,35844,81.5,5.1,134600,31353,2.63,23872,50786,15.2,1266,15265,1.0,5172,6061,2.4,1.0,1.4,0.0,0.0,28.1,985409,317458,581324,7404,70254,80,631.9,132.3,77,Male,9000000.0,0.3624,68281497.0,7919417.0,4.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Biden,9543,AL,1,0.7154745838956366,1,1117,Shelby County,206655,195218,5.9,195085,6.0,24.4,13.0,51.2,84.0,12.1,0.4,2.2,0.0,1.3,6.0,78.5,86.6,6.0,8.3,91.2,40.3,13991,29.0,83498,79.0,12.1,193000,74144,2.64,33313,68770,7.9,4845,76137,2.1,15634,18393,5.7,0.6,0.0,0.0,2.0,30.5,1723017,4385596,2520488,13737,301893,896,784.93,248.5,77,Male,9000000.0,0.3624,68281497.0,7919417.0,4.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Biden,3221,AL,1,0.8505413255875363,1,1113,Russell County,59608,52949,12.6,52947,7.6,25.3,12.5,51.3,53.1,42.9,0.6,0.8,0.2,2.4,5.0,49.5,81.7,2.2,5.0,80.4,16.0,5977,23.6,26787,61.3,19.8,104400,21142,2.6,19678,36143,22.0,783,10489,-1.9,3523,3823,33.9,0.0,0.0,0.0,1.0,32.4,0,0,428236,8526,56392,244,641.14,82.6,77,Male,9000000.0,0.3624,68281497.0,7919417.0,4.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Biden,522,AL,1,0.8105590062111802,1,1111,Randolph County,22539,22914,-1.6,22913,5.7,22.0,19.6,51.4,77.6,20.2,0.5,0.3,0.1,1.4,2.9,75.0,87.9,1.7,3.4,72.6,11.1,1598,26.8,11928,72.3,5.7,88600,9013,2.48,19830,35213,24.5,340,3481,0.0,1388,1550,7.1,0.0,0.0,0.0,0.0,0.0,401677,26751,161410,7209,9241,0,580.55,39.5,77,Male,9000000.0,0.3624,68281497.0,7919417.0,4.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Biden,1786,AL,1,0.8048670572329878,1,1109,Pike County,33389,32899,1.5,32899,5.7,19.4,14.1,51.9,58.5,36.9,0.7,2.2,0.1,1.6,2.2,57.1,79.3,4.0,5.8,81.0,23.0,2516,18.7,15807,57.8,18.5,101000,12959,2.4,19715,33090,27.6,628,11009,1.4,1970,2527,0.0,0.0,0.0,0.0,0.0,0.0,0,0,367926,12189,45692,44,672.09,48.9,77,Male,9000000.0,0.3624,68281497.0,7919417.0,4.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Biden,1142,AL,1,0.8535127055306427,1,1107,Pickens County,20365,19746,3.1,19746,5.2,20.5,17.8,50.6,58.1,40.2,0.2,0.3,0.4,0.9,4.1,54.7,91.9,0.3,2.6,79.7,11.0,1610,29.3,9441,72.0,10.7,81900,7926,2.42,17153,28741,27.2,266,2707,-1.2,1073,1268,0.0,0.0,0.0,0.0,0.0,10.0,107619,36581,113222,5805,6302,3,881.41,22.4,77,Male,9000000.0,0.3624,68281497.0,7919417.0,4.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Biden,2094,AL,1,0.9216549295774648,1,1105,Perry County,9826,10581,-7.1,10591,5.5,22.4,17.9,53.4,31.1,67.5,0.2,0.4,0.1,0.7,1.3,30.3,92.2,0.5,0.8,70.2,10.4,670,26.8,4691,67.0,11.0,58000,3400,2.84,13716,28209,25.6,125,1570,4.0,488,854,55.7,0.0,0.0,0.0,0.0,41.3,0,10360,34121,3181,2632,0,719.66,14.7,77,Male,9000000.0,0.3624,68281497.0,7919417.0,4.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Biden,3954,AL,1,0.7598001537279017,1,1103,Morgan County,119607,119486,0.1,119490,6.0,23.1,15.9,50.8,83.5,12.5,1.1,0.7,0.1,2.0,7.9,76.6,86.4,5.1,8.0,81.4,19.9,9518,23.7,51496,71.5,15.1,120500,46192,2.55,23764,44800,15.7,2589,42569,2.0,7506,10034,5.9,1.8,1.0,0.0,0.0,21.3,0,1213925,1637628,14222,154700,136,579.34,206.3,77,Male,9000000.0,0.3624,68281497.0,7919417.0,4.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Biden,23465,AL,1,0.8388146135697433,1,1101,Montgomery County,226189,229363,-1.4,229363,6.8,24.0,13.3,52.6,38.9,56.7,0.3,2.6,0.1,1.3,3.4,36.3,78.1,4.3,5.7,85.6,31.5,20008,19.3,103434,61.4,22.4,122900,88844,2.49,24975,44790,21.2,5533,101517,1.2,15129,21463,35.6,0.7,2.4,0.0,1.3,30.9,7956627,3275567,3238175,14351,402861,734,784.25,292.5,77,Male,9000000.0,0.3624,68281497.0,7919417.0,4.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Biden,1716,AL,1,0.8932847475273296,1,1099,Monroe County,21947,23070,-4.9,23068,5.5,23.4,17.9,52.6,55.5,41.1,1.3,0.4,0.0,1.6,1.2,54.7,91.8,0.9,1.3,76.1,10.6,1237,23.3,11274,74.0,6.8,76900,8333,2.71,15749,29203,28.6,393,5029,-1.8,1265,2257,23.6,0.0,0.0,0.0,0.0,24.5,1251911,92815,212618,9342,14796,0,1025.68,22.5,77,Male,9000000.0,0.3624,68281497.0,7919417.0,4.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Biden,26923,AL,1,0.8028328611898017,1,1097,Mobile County,415123,413143,0.5,412992,6.7,24.0,14.5,52.2,60.1,35.3,1.0,2.0,0.1,1.5,2.8,57.8,85.8,3.2,5.0,83.9,20.7,33586,23.9,181611,66.6,17.4,124300,155178,2.6,22501,43028,19.8,8567,147574,-0.4,29500,34836,18.8,0.0,2.4,0.0,1.2,29.5,12407151,3268730,5225494,12895,562436,746,1229.44,335.9,77,Male,9000000.0,0.3624,68281497.0,7919417.0,4.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Biden,1581,AL,1,0.6704834605597965,1,1095,Marshall County,94636,93019,1.7,93019,6.6,24.5,16.3,50.9,93.7,2.7,1.1,0.7,0.3,1.6,12.9,82.3,86.1,8.0,11.5,76.2,15.2,7192,23.9,40328,71.9,9.5,114000,34250,2.7,20382,39526,19.5,1795,30306,0.1,6781,8700,0.0,0.0,0.9,0.0,1.0,24.9,3029491,1138701,1357696,15434,103539,28,565.84,164.4,77,Male,9000000.0,0.3624,68281497.0,7919417.0,4.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Biden,398,AL,1,0.7481203007518797,1,1093,Marion County,30271,30777,-1.6,30776,5.4,21.2,20.1,50.4,93.9,4.2,0.3,0.3,0.1,1.2,2.5,91.7,86.6,1.0,2.5,74.6,9.5,2287,24.0,14704,75.9,9.6,78700,12700,2.34,19576,32888,20.9,547,8006,5.0,1828,2224,0.0,0.0,0.0,0.0,0.0,0.0,794483,162519,209924,7116,19081,0,742.29,41.5,77,Male,9000000.0,0.3624,68281497.0,7919417.0,4.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Biden,2120,AL,1,0.8979246082168573,1,1091,Marengo County,20110,21029,-4.4,21027,6.0,23.0,18.6,53.2,47.4,51.0,0.3,0.3,0.2,0.8,2.4,45.6,87.4,0.7,1.2,83.7,17.4,1462,22.4,10207,71.3,9.1,89600,8464,2.42,22072,35079,24.0,478,5876,1.8,1019,1604,0.0,0.0,0.0,0.0,0.0,21.4,542135,64589,197221,9274,16684,0,976.88,21.5,77,Male,9000000.0,0.3624,68281497.0,7919417.0,4.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Biden,25916,AL,1,0.7119193473065407,1,1089,Madison County,350299,334811,4.6,334811,5.8,22.4,13.7,51.2,69.4,24.6,0.8,2.6,0.1,2.5,4.7,65.5,84.7,5.4,7.1,90.0,38.5,34203,21.0,154452,69.3,21.4,164500,132975,2.5,31933,58434,12.8,8095,153304,0.8,22681,26467,12.3,1.4,3.5,0.0,1.3,29.2,8650700,2970410,4438653,14145,596324,2677,801.59,417.7,77,Male,9000000.0,0.3624,68281497.0,7919417.0,4.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Biden,3067,AL,1,0.8644306651634723,1,1087,Macon County,19425,21450,-9.4,21452,4.7,18.3,16.8,54.2,16.7,81.5,0.2,0.3,0.0,1.4,1.5,16.2,83.8,1.1,4.2,80.0,19.6,1662,23.1,10217,65.7,15.5,75700,8107,2.29,16826,30724,27.3,217,5381,3.2,1166,1584,66.7,0.0,0.0,0.0,0.0,0.0,0,0,87509,3932,19354,1,608.89,35.2,77,Male,9000000.0,0.3624,68281497.0,7919417.0,4.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Biden,2406,AL,1,0.8617478510028653,1,1085,Lowndes County,10580,11299,-6.4,11299,6.7,23.1,17.4,52.3,25.8,72.9,0.3,0.2,0.0,0.8,1.2,25.3,90.4,0.2,0.7,73.9,14.4,626,30.4,5089,74.9,9.5,71400,4212,2.61,18368,26230,26.7,98,1835,-1.3,685,682,57.3,0.0,0.0,0.0,0.0,35.2,1156888,0,103636,8184,595,5,715.91,15.8,77,Male,9000000.0,0.3624,68281497.0,7919417.0,4.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Biden,4127,AL,1,0.7452148790176959,1,1083,Limestone County,90787,82782,9.7,82782,5.9,23.4,13.8,49.7,82.0,13.5,0.8,1.4,0.2,2.1,5.8,77.2,88.1,4.3,6.4,81.5,22.7,6964,26.3,35445,76.6,8.9,134500,31794,2.56,25020,48619,14.7,1308,15305,1.3,5417,5914,4.8,1.1,0.8,0.0,1.3,25.8,947299,248292,723200,9785,68140,140,559.94,147.8,77,Male,9000000.0,0.3624,68281497.0,7919417.0,4.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Biden,7369,AL,1,0.7385247544598116,1,1081,Lee County,154255,140296,9.9,140247,5.8,21.6,10.3,50.7,70.9,23.7,0.4,3.3,0.1,1.5,3.9,67.7,76.4,5.1,6.9,86.7,32.5,10045,21.4,65566,61.7,23.8,146900,55864,2.49,23506,43542,22.0,2500,38782,3.4,9361,10319,16.2,0.0,2.0,0.4,0.0,28.2,0,0,1451634,11099,201205,943,607.54,230.8,77,Male,9000000.0,0.3624,68281497.0,7919417.0,4.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Biden,1355,AL,1,0.8410924891371818,1,1079,Lawrence County,33477,34339,-2.5,34339,5.3,21.7,16.8,51.3,78.1,11.4,5.8,0.2,0.0,4.4,2.2,76.4,90.5,1.0,1.9,77.1,11.9,1891,27.8,15171,80.1,5.9,94200,13382,2.52,20181,38551,17.5,407,4232,-6.3,1990,2289,0.0,0.0,0.0,0.0,1.1,0.0,0,23787,166958,4889,22719,0,690.68,49.7,77,Male,9000000.0,0.3624,68281497.0,7919417.0,4.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Biden,3568,AL,1,0.6975562072336265,1,1077,Lauderdale County,93096,92709,0.4,92709,5.2,20.5,18.2,52.1,86.7,10.4,0.5,0.9,0.1,1.5,2.4,84.7,86.1,2.1,3.0,83.8,21.1,7000,24.5,44353,69.9,15.4,114300,38458,2.36,23510,42844,17.2,1967,25839,3.4,6576,8317,5.5,0.0,0.8,0.0,0.0,27.6,1083658,514555,1131585,12783,136587,54,667.7,138.8,77,Male,9000000.0,0.3624,68281497.0,7919417.0,4.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Biden,324,AL,1,0.6708074534161491,1,1075,Lamar County,14086,14564,-3.3,14564,5.0,21.7,20.5,51.2,87.1,11.3,0.2,0.1,0.0,1.4,1.4,85.8,87.8,0.6,1.0,76.1,9.5,1127,25.7,7326,71.5,9.0,66800,6084,2.32,19026,36028,22.3,241,2943,4.6,932,1340,0.0,0.0,0.0,0.0,0.0,25.8,234908,0,70780,4887,6008,0,604.85,24.1,77,Male,9000000.0,0.3624,68281497.0,7919417.0,4.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Biden,67575,AL,1,0.8071162390712341,1,1073,Jefferson County,660793,658350,0.4,658466,6.6,23.1,14.3,52.8,54.0,42.9,0.3,1.6,0.1,1.1,3.8,50.8,83.8,4.1,5.9,87.4,30.0,46613,23.4,305040,64.7,24.2,140800,259634,2.48,26906,45429,18.0,16232,319199,2.0,44987,55470,23.4,0.4,2.4,0.0,1.3,29.8,10260950,13756797,11066328,16730,1268154,2280,1111.28,592.5,77,Male,9000000.0,0.3624,68281497.0,7919417.0,4.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Biden,1039,AL,1,0.7205270457697642,1,1071,Jackson County,52665,53226,-1.1,53227,5.4,21.7,18.6,50.7,91.5,3.6,1.6,0.5,0.1,2.6,2.9,89.4,91.2,2.2,3.4,74.6,13.0,4000,26.4,24755,75.2,6.9,93400,20765,2.53,20486,37634,16.0,856,12440,4.2,3098,4337,0.0,4.3,0.0,0.0,0.0,26.8,1525396,0,410988,7784,39315,39,1077.87,49.4,77,Male,9000000.0,0.3624,68281497.0,7919417.0,4.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Biden,3912,AL,1,0.8082644628099174,1,1069,Houston County,104193,101547,2.6,101547,6.2,23.7,16.1,52.1,70.0,26.7,0.5,0.9,0.1,1.8,3.3,67.3,86.3,2.4,4.4,83.9,19.7,9254,20.8,46442,64.6,14.6,122300,39250,2.58,23316,40948,18.0,2702,43139,0.5,6819,10151,12.1,0.0,1.4,0.0,1.3,25.5,1310677,0,1909615,19608,177224,311,579.82,175.1,77,Male,9000000.0,0.3624,68281497.0,7919417.0,4.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Biden,1020,AL,1,0.8593091828138163,1,1067,Henry County,17190,17302,-0.6,17302,5.5,21.2,20.8,51.8,70.4,27.3,0.3,0.7,0.0,1.2,2.6,68.4,91.9,2.9,5.0,80.1,16.6,1497,26.0,8961,77.7,4.6,97000,7001,2.44,21924,41650,14.4,293,2754,-2.4,1034,1091,0.0,0.0,0.0,0.0,0.0,18.2,425821,0,92574,5559,7415,17,561.75,30.8,77,Male,9000000.0,0.3624,68281497.0,7919417.0,4.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Biden,1327,AL,1,0.8834886817576565,1,1065,Hale County,15184,15760,-3.7,15760,6.2,23.3,17.3,52.8,40.8,58.1,0.2,0.3,0.0,0.6,1.3,40.0,90.6,1.2,2.7,77.4,12.8,995,27.1,7639,78.0,6.1,79900,5969,2.56,18812,30051,26.6,195,1966,0.2,762,882,0.0,0.0,0.0,0.0,0.0,0.0,0,0,86735,4794,3136,8,643.94,24.5,77,Male,9000000.0,0.3624,68281497.0,7919417.0,4.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Biden,1782,AL,1,0.9031931069437404,1,1063,Greene County,8553,9045,-5.4,9045,5.9,23.3,17.9,52.5,18.5,80.5,0.2,0.2,0.0,0.6,1.0,17.9,92.4,0.2,1.4,76.2,12.8,502,28.0,4988,73.2,8.9,72700,3264,2.72,14930,24226,32.9,99,1379,16.3,506,657,60.3,0.0,0.0,0.0,0.0,36.1,0,0,33639,3697,1226,4,647.11,14.0,77,Male,9000000.0,0.3624,68281497.0,7919417.0,4.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Biden,511,AL,1,0.8268608414239482,1,1061,Geneva County,26712,26790,-0.3,26790,5.8,22.2,19.2,50.8,87.1,9.7,1.0,0.4,0.1,1.7,3.6,84.1,82.7,1.8,3.0,77.2,10.4,2336,25.6,12646,72.1,5.6,78100,10945,2.43,20199,35625,21.2,400,3791,2.8,1584,1736,0.0,0.0,0.0,0.0,0.0,0.0,153342,231687,170044,6612,10402,8,574.41,46.6,77,Male,9000000.0,0.3624,68281497.0,7919417.0,4.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Biden,633,AL,1,0.7403508771929824,1,1059,Franklin County,31601,31709,-0.3,31704,6.6,24.3,15.9,50.3,91.9,4.6,1.5,0.4,0.2,1.5,16.1,78.0,86.4,8.4,13.2,72.5,11.0,1860,26.2,14048,69.5,12.0,82300,12437,2.52,18888,36415,21.9,510,9369,-8.0,1863,2357,0.0,0.0,0.0,0.0,0.0,23.2,671954,67398,269096,8786,25389,13,633.82,50.0,77,Male,9000000.0,0.3624,68281497.0,7919417.0,4.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Biden,401,AL,1,0.8036072144288577,1,1057,Fayette County,16874,17241,-2.1,17241,5.4,21.7,19.6,50.5,86.2,11.9,0.4,0.3,0.0,1.1,1.4,85.0,87.8,0.6,0.8,74.9,13.2,1221,27.5,8404,74.9,8.7,71400,6956,2.41,18494,33838,19.9,306,3323,-3.8,1073,1378,5.1,0.0,0.0,0.0,0.0,24.3,186247,22463,130362,7433,10869,0,627.66,27.5,77,Male,9000000.0,0.3624,68281497.0,7919417.0,4.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Biden,3749,AL,1,0.7815301229935376,1,1055,Etowah County,103531,104427,-0.9,104430,5.7,22.1,17.3,51.6,81.2,15.5,0.5,0.8,0.3,1.6,3.7,78.4,85.0,2.2,3.1,81.8,14.8,8638,23.9,47505,72.4,12.1,100000,40217,2.55,20204,38013,19.0,2008,29796,-0.5,6988,9147,6.1,0.0,0.0,0.0,0.6,25.7,1252962,518424,1114841,10801,137966,79,534.99,195.2,77,Male,9000000.0,0.3624,68281497.0,7919417.0,4.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Biden,1462,AL,1,0.8702380952380953,1,1053,Escambia County,37733,38319,-1.5,38319,6.1,22.0,16.7,48.8,62.2,32.4,3.4,0.3,0.1,1.7,2.1,60.6,93.4,0.6,1.4,76.2,11.7,2995,23.5,16402,72.5,9.0,84100,13681,2.59,16540,30687,25.4,723,9977,1.0,2111,2765,9.0,3.2,0.0,0.0,0.0,21.3,665336,93125,379587,10089,31909,26,945.08,40.5,77,Male,9000000.0,0.3624,68281497.0,7919417.0,4.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
